MAIN_ID,ID_name,ID_M,ID_NGC,ID_IC,ID_Ocl,RA_d,DEC_d,PLX_VALUE,OTYPE_otypes,FLUX_V
Mrk  359,,,,,,21.88550722655,19.178844186,0.3535,Sy1,14.22
NGC  7768,,,NGC 7768,,,357.74395217171,27.14734628713,,BiC,14.23
AP J00442956+4121359,,,,,,11.12317432079,41.35992072119,,GlC,14.22
IC 2443,,,,IC 2443,,137.87872375834,28.82659438183,,G,14.21
Z  64-99,,,,,,154.15998949353,12.57734631264,,rG,14.24
ESO 500-34,,,,,,156.13096870622,-23.55293552016,,Sy2,14.21
ESO 317-28,,,NGC 3250C,,,156.926971,-40.002525,,EmG,14.23
ESO 501-49,,,,,,159.33331490906,-27.55948681043,,GiG,14.21
Mrk 1264,,,,,,162.28145,6.917392,,EmG,14.21
2MASX J11161354+2923065,,,,,,169.05645680454,29.3852614426,,LIN,14.24
UCAC4 449-051479,,,,,,171.49909911454,-0.22091143392,2.0106,V*,14.23
UCAC4 450-051883,,,,,,176.71037575622,-0.07596679859,1.0934,*,14.207
NVSS J121224+284902,,,,,,183.1014277046899,28.81713393336,,rG,14.22
87GB 122241.8+323117,,,,,,186.30460920882,32.2337837088,,Sy2,14.23
IC 3393,,,,IC 3393,,187.17376975279,12.91590721081,0.8824,GiG,14.24
IC 3303,,,,IC 3303,,186.3133299238999,12.7146623503,0.6015,GiG,14.24
V* BI Vir,,,,,,187.37673556275,0.22443420937,0.1434,RR*,14.23
NGC  4585,,,NGC 4585,,,189.5553393462899,28.9370083965,,GiC,14.22
NGC  4854,,,NGC 4854,,,194.6975471264499,27.67474581741,,GiG,14.21
NGC  5252,,,NGC 5252,,,204.5661282184699,4.542644796,0.1565,Sy2,14.21
IC  904,,,,IC 904,,204.63422557869,0.54020022169,,GiG,14.21
Mrk  463,,,,,,209.012,18.3718,,Sy2,14.22
Mrk  463E,,,,,,209.012025,18.3719,,Sy2,14.22
MCG+06-32-058,,,,,,217.9843208337896,33.6425011020923,,EmG,14.23
V* V562 Vir,,,,,,217.21910004151,-0.08913959707,1.0794,EB*,14.21
IC 4516,,,,IC 4516,,223.597796,16.355211,,rG,14.22
NGC  6814,,,NGC 6814,,,295.66910924423,-10.32364131079,0.153,Sy1,14.21
2MASX J18121404+2153047,,,,,,273.0585996946,21.88479445931,0.5832,SyG,14.21
UGC 10639,,,,,,254.786208,28.992017,,AGN,14.21
ESO-HA   94,,,,,,129.7043792289,-40.85507944817,,Y*?,14.22
IC 2148,,,,IC 2148,,84.796,-75.563,,Cl*,14.23
IC 2161,,,,IC 2161,,89.354,-75.14,,Cl*,14.24
[RZ2005] 103,,,,,,14.45221,-74.32544,,OpC,14.24
Bruck  41,,,,,,11.35954,-73.70333,,Cl*,14.23
Bruck 113,,,,,,15.73229,-73.3385,,Cl*,14.21
LHA 115-N  13B,,,,,,11.3443847316,-73.37611421429,0.0148,Em*,14.22
ESO  28-20,,,,,,6.36083,-74.07492,,Cl*,14.23
NAME A496cD,NAME A496cD,,,,,68.40769378229,-13.26194165589,,BiC,14.22
UCAC4 465-044785,,,,,,150.50014107643,2.89295696043,,*,14.214
LEDA  197333,,,,,,359.08838374422,-29.52368786267,,EmG,14.23
2dFGRS TGS276Z234,,,,,,359.05196008118,-29.3506296251,,G,14.24
UCAC4 453-003232,,,,,,37.60454110087,0.49585621512,1.4944,*,14.23
Z 535-12,,,,,,9.08724619495,45.66491231488,0.0786,Sy1,14.25
PN M  1-4,,,,,,55.43091307073,52.28340762551,0.1613,PN,14.27
Mrk   79,,,,,,115.63675444617,49.80966216938,,Sy1,14.27
2XMM J135315.8+634546,,,,,,208.31596296536,63.76268975741,,Sy1,14.28
Mrk  178,,,,,,173.37133,49.23817,,bCG,14.25
Mrk  612,,,,,,52.670275,-3.137692,,Sy2,14.25
V* RU Ori,,,,,,84.7167047528,-2.77881110901,2.4796,TT*,14.27
MCG+03-19-013,,,,,,111.84213079325,19.6402402503,,GiP,14.29
IC  497,,,,IC 497,,122.52523981743,24.9220924311,,GiG,14.26
IC 1816,,,,IC 1816,,37.96243324213,-36.67215466354,,Sy2,14.26
IC 5169,,,,IC 5169,,332.541688,-36.088681,,Sy2,14.27
[C93b] ACO  3805  1,,,,,,326.3537,-26.1133,,G,14.28
ESO 411-11,,,,,,11.66974345673,-27.89838953725,,EmG,14.25
2dFGRS TGS144Z110,,,,,,13.70483312853,-26.37114213424,,GiC,14.26
Mrk 1044,,,,,,37.52301066254,-8.99811309427,,Sy1,14.29
NGC   985,,,NGC 985,,,38.657842,-8.788061,,Sy1,14.28
Z 385-100,,,,,,21.03145761568,-1.86017562582,,EmG,14.29
NGC  7609,,,NGC 7609,,,349.87518579859,9.50829017748,,IG,14.29
Mrk  991,,,,,,21.18755049608,32.16563189823,,AGN,14.27
NGC  2968,,,NGC 2968,,,145.80010935513,31.92870802847,,GiP,14.25
ESO 435-1,,,,,,147.52152973387,-29.42589773844,0.0976,Sy2,14.25
IC  588,,,,IC 588,,150.52932486301,3.0576958568,,Sy2,14.25
IC 2545,,,,IC 2545,,151.519088,-33.884875,,Sy1,14.27
UGC  5772,,,,,,159.2390445503,0.22974756776,,G,14.25
ESO 501-32,,,,,,159.092421,-25.376447,,EmG,14.26
ESO 501-53,,,,,,159.40789778289,-26.27725388836,,EmG,14.26
6dFGS gJ104025.5-275251,,,,,,160.10598544073,-27.88088202632,,GiC,14.26
UGC  5896,,,,,,161.87712257339,-1.49251469688,,GiG,14.25
Mrk 1261,,,,,,160.96906983446,-1.29451692699,,AGN,14.25
UCAC4 451-051415,,,,,,167.05950969744,0.12693576017,0.0484,Pe*,14.26
NVSS J111622+291507,,,,,,169.09462029902,29.2522852118,,rG,14.26
UCAC4 451-051748,,,,,,170.46439293827,0.14593442342,2.3585,*,14.272
Mrk  423,,,,,,171.70207869673,35.25089246153,0.1101,Sy2,14.29
UCAC4 452-050366,,,,,,174.90458203517,0.22359142599,4.0749,V*,14.27
UCAC4 451-052375,,,,,,176.95221084144,0.10184987844,5.3681,PM*,14.268
UCAC4 450-051857,,,,,,176.42662769989,-0.06552463004,3.1979,*,14.294
ATO J176.4186-18.4541,,,,,,176.41860562377,-18.45415636601,,Sy1,14.29
NGC  3984,,,NGC 3984,,,179.4655654664611,29.0394970126306,,H2G,14.26
LINEAR 3065024,,,,,,182.9680279552,-0.1329574911,2.2904,EB*,14.29
UGC  7836,,,,,,190.23424236956,29.4656105853,,GiC,14.28
ATO J190.4773+00.2258,,,,,,190.4774528513599,0.22584157082,0.5225,EB*,14.27
NGC  4672,,,NGC 4672,,,191.56552042582,-41.70594646127,,Sy2,14.25
NGC  4886,,,NGC 4886,,,195.01853930586,27.98758513112,,EmG,14.294
NGC  4883,,,NGC 4883,,,194.98340521471,28.03471558105,,GiG,14.27
IC 3949,,,,IC 3949,,194.733135,27.833445,,AGN,14.26
IC 4247,,,,IC 4247,,201.68512,-30.36242,,EmG,14.28
ESO 444-75,,,,,,203.9462148768,-30.87656112611,,Sy1,14.27
UGC  8713,,,,,,206.75539978905,33.89361575114,,GiP,14.26
PN M  2-29,,,,,,271.6704396715,-26.91565993565,0.053,PN,14.29
Mrk  841,,,,,,226.00497307671,10.43771678047,,Sy1,14.27
NGC  5972,,,NGC 5972,,,234.72564696541,17.02620739194,,Sy2,14.27
NAME Ret,NAME SERSIC CL,,,,,69.0423,-58.85967,,GlC,14.25
ESO 119-40,,,,,,77.34028,-62.37969,,Cl*,14.25
BMG 104,,,,,,87.3995,-67.644286,,OpC,14.27
ESO 195-35,,,,,,18.98024359896,-50.18938928901,0.1303,Sy2,14.25
Bruck  96,,,,,,14.81383,-72.60772,,Cl*,14.26
HW 41,,,,,,15.14375,-71.46056,,Cl*,14.28
HW 43,,,,,,15.27971,-71.75389,,Cl*,14.26
Bruck 128,,,,,,16.46425,-71.95211,,Cl*,14.29
Bruck 136,,,,,,17.16488,-71.75975,,Cl*,14.27
ESO 186-51,,,,,,307.065796,-52.678253,,EmG,14.25
LEDA   66134,,,,,,316.807738,-47.557167,,EmG,14.27
LEDA   63986,,,NGC 6845B,,,300.27199176518,-47.0594059964,,Sy2,14.28
ESO 285-35,,,,,,308.661283,-43.840314,,Sy2,14.29
ESO 284-4,,,,,,299.57130671307,-46.11330242053,,EmG,14.27
2MASS J21075971-3754091,,,,,,316.99883103067,-37.9025235151,0.0534,Sy1,14.26
IC 1628A,,,,IC 1628A,,,,,G,14.26
ESO 406-22,,,,,,343.969146,-34.554931,,EmG,14.27
CTLGD 5992,,,,,,0.89023267977,-30.06024417191,0.9311,G,14.26
CTLGM 6164,,,,,,0.89860955593,-28.16607250792,,G,14.27
[EDG2007]  34,,,,,,194.80575,27.97586,,G,14.252
ATO J150.8553+02.2236,,,,,,150.85541213715,2.22361535212,1.0932,V*,14.26
UCAC4 451-051573,,,,,,168.63896511125,0.01495113382,10.1564,PM*,14.28
LEDA   12409,,,,,,49.90528941805,41.4859698717,,GiC,14.3
NGC  6764,,,NGC 6764,,,287.06834836112,50.93319999419,,LIN,14.32
[VV2006] J173637.3+720532,,,,,,264.1553286873199,72.09200889539,0.1719,QSO,14.3
BIG 213b,,,,,,102.37225,66.39064,,G,14.3
MCG-02-08-039,,,,,,45.12761453037,-11.41584196307,0.2445,Sy2,14.3
ESO-HA 1288,,,,,,83.8857634961,-4.83525716156,0.4364,Em*,14.34
MCG+03-19-014,,,,,,111.849267,19.624894,,GiP,14.34
PN A66   30,,,,,,131.72276661453,17.87954705405,0.4517,PN,14.3
2dFGRS TGS278Z153,,,,,,2.89513377788,-29.02453362887,,GiC,14.33
2MASX J00114041-2901228,,,,,,2.91841993043,-29.02291056646,,GiC,14.32
[BML2002]  532,,,,,,3.568142,-30.367472,,G,14.301
ESO 602-3,,,,,,334.2108535,-21.2498138,,EmG,14.31
NGC  7450,,,NGC 7450,,,345.19922626057,-12.91848071466,,Sy1,14.33
MCG-02-01-051,,,,,,4.712075,-10.376803,,Sy2,14.33
2MASX J00445922-0853228,,,,,,11.24682779601,-8.88971486765,,LIN,14.34
Mrk  557,,,,,,12.22180349046,-2.38205837014,0.0789,Sy2,14.3
[VV2000] J235258.0+032016,,,,,,358.24180176733,3.33829355684,0.0457,QSO,14.3
NGC  7236,,,NGC 7236,,,333.68745265134,13.8465141566,,LIN,14.3
UGC   838,,,,,,19.69105927098,14.99324638009,0.7475,G,14.3
NAME Pisces I,NAME Pisces I,,,,,15.9858,21.8947,,G,14.3
[GP89] B2236+35 B,,,,,,339.5,35.0,,G,14.31
ESO 497-4,,,,,,135.76319,-23.80854,,EmG,14.31
LEDA   26085,,,,,,138.76474509108,29.2699819764,,LIN,14.31
7C 1029+2813,,,,,,158.05840650575,27.93378458629,1.3383,SyG,14.3
GPM 159.595308-00.173383,,,,,,159.59511750781,-0.173423984,1.6581,*,14.3
GPM 160.162591-00.036117,,,,,,160.16249578466,-0.03619021157,0.7136,*,14.3
MCG-02-27-009,,,,,,158.86394274746,-14.12984088036,,Sy2,14.33
6dFGS gJ103629.1-272903,,,,,,159.12111265474,-27.48407045381,,GiC,14.32
GPM 165.490391+00.149269,,,,,,165.49040644064,0.14914896112,0.1197,HB*,14.3
MCG+05-26-064,,,,,,167.28361662004,26.62759308655,,GiG,14.31
GPM 166.423920+00.207722,,,,,,166.42377045647,0.20765487343,1.2508,*,14.3
UCAC4 451-051544,,,,,,168.33464888186,0.17090092697,5.4841,V*,14.34
UGC  6361,,,,,,170.20005345112,0.46857977144,,LIN,14.31
UCAC4 450-051135,,,,,,169.06639810276,-0.06318757507,2.5061,V*,14.33
CRTS J115105.7-000255,,,,,,177.77374819016,-0.04812800765,0.6761,EB*,14.32
NGC  4137,,,NGC 4137,,,182.32296392696,44.09016318699,,LIN,14.34
NGC  4156,,,NGC 4156,,,182.70669936683,39.47279036705,0.695,LIN,14.32
LEDA   40659,,,NGC 4406B,,,186.56325,12.96383,,GiC,14.32
ESO 323-20,,,,,,193.05403550279,-41.33888745796,,EmG,14.34
6dFGS gJ125057.5-412348,,,,,,192.73949750343,-41.39652677079,,GiC,14.34
ESO 322-96,,,,,,192.30021188502,-41.54458740023,,GiC,14.33
IC 3955,,,,IC 3955,,194.77512315877,27.99670897925,,GiC,14.31
[D80] ACO  1656 120,,,NGC 4898B,,,195.07540991934,27.95659249219,,GiC,14.333
IC 4130,,,,IC 4130,,195.9441532174099,19.27151895904,,LIN,14.3
UGCA 319,,,,,,195.55994,-17.23754,,GiP,14.34
NGC  5421,,,NGC 5421,,,210.42312,33.82514,,IG,14.3
MCG+05-33-041,,,,,,210.26656960213,29.52558132057,,AGN,14.31
HE 1410+0004,,,,,,213.3497823364799,-0.15054833227,0.1951,HB*,14.3
HE 1415-0001,,,,,,214.43018198461,-0.2521560907,0.1069,HB*,14.3
GPM 220.449669-00.197981,,,,,,220.44956905645,-0.19792866883,0.6659,*,14.3
GPM 220.333456-00.271392,,,,,,220.33325207059,-0.271383222,0.9189,*,14.3
ESO 400-43,,,,,,309.424712,-35.485539,,bCG,14.34
NGC  5968,,,NGC 5968,,,234.98822014255,-30.55275812225,,LIN,14.32
PN H  1-46,,,,,,269.76042975295,-32.36208186071,,PN,14.3
PN H  1-65,,,,,,275.03686103834,-24.25146346819,0.0328,PN,14.3
NGC  6274,,,NGC 6274,,,254.8352071650199,29.9461625677,,EmG,14.33
4C 30.31,,,,,,255.18846681994,30.136909695,0.142,rG,14.3
KMHK 1283,,,,,,85.899708,-66.207467,,Cl*,14.3
GH  7-27,,,,,,79.1,-65.557,,G,14.3
GH  7-28,,,,,,79.229,-65.173,,G,14.3
FRL  713,,,,,,28.38640825175,-47.63866884655,,G,14.32
NGC  2150,,,NGC 2150,,,88.943092,-69.560836,,EmG,14.316
LHA 120-N 118,,,,,,79.778571,-68.360078,,Y*O,14.3
ESO 153-20,,,,,,31.51444672405,-55.19357591046,,Sy2,14.31
GH  9-1,,,,,,87.492,-71.168,,G,14.3
LHA 120-S 163,,,,,,81.0724258556,-71.53054868552,,Em*,14.31
WRAY 16-72,,,,,,158.579546,-53.684197,,PN,14.3
GH 11-3,,,,,,91.35,-75.3,,G,14.3
GH  2-4,,,,,,74.288,-73.978,,G,14.3
GH  1-12,,,,,,68.454,-72.315,,G,14.3
WRAY 16-94,,,,,,172.93941881742,-65.97059546079,0.1318,PN,14.3
OGLE-CL SMC 126,,,,,,15.25162,-72.74989,,Cl*,14.32
OGLE-CL SMC 82,,,,,,13.18033,-72.92492,,Cl*,14.32
Bruck 117,,,,,,16.05383,-73.26114,,Cl*,14.3
HW  3,,,,,,7.48008,-73.69919,,As*,14.31
HW 11,,,,,,9.38225,-73.61369,,Cl*,14.31
ESO 270-3,,,,,,200.31174539385,-43.76199608855,,GiG,14.33
IC 4687,,,,IC 4687,,273.415954,-57.725347,,AGN,14.3
WRAY 15-1585,,,,,,254.9005387408199,-51.70239486578,0.0089,PN,14.3
ESO 284-46,,,,,,304.1929031787699,-44.69492775872,0.2126,AG?,14.31
[DQ90] 19,,,,,,194.2747,-12.2727,,G,14.3
CTLGD 5086,,,,,,1.56620079549,-30.23196086967,,G,14.31
2MASX J00061791-3129029,,,,,,1.57458350617,-31.48420285974,,G,14.3
CTLGM 4704,,,,,,1.0630748749,-29.37287972957,,Sy2,14.32
NGC  4700,,,NGC 4700,,,192.28395,-11.409856,,AGN,14.32
Ton S 180,,,,,,14.33418367368,-22.38238200349,0.0294,Sy1,14.34
2MASX J08052657+7534247,,,,,,121.36102652256,75.5736223695,0.1185,BLL,14.4
Mrk    9,,,,,,114.23761073076,58.77039783772,0.0022,Sy1,14.37
NAME UMa I Galaxy,NAME UMa Dwarf Galaxy,,,,,158.72,51.92,,G,14.4
MCG+07-18-043,,,,,,131.235996976,42.97659181773,,BiC,14.4
Mrk 1094,,,,,,77.70046823211,-2.68157921354,1.264,bCG,14.4
IC  414,,,,IC 414,,80.479058,3.342067,,GiG,14.4
Cl Collinder   74,,,,,,87.17,7.374,0.379,OpC,14.4
1E 0754+39.3,,,,,,119.50021801947,39.34138797197,,Sy1,14.36
ESO 347-17,,,,,,351.73421,-37.34692,,GiG,14.35
ESO 406-10,,,,,,341.21929,-34.213,,G,14.39
2MASX J21072463-2525569,,,,,,316.85280755107,-25.43261360909,0.4352,LIN,14.4
2dFGRS TGS276Z162,,,,,,359.75036738532,-29.50824913313,,G,14.35
2MASX J23582408-2947357,,,,,,359.60050247772,-29.79329486205,,G,14.37
NAME GSA N04,NAME GSA N04,,,,,14.54306554322,-29.32399499132,,EmG,14.39
IC 1616,,,,IC 1616,,16.23401599381,-27.42941929019,,AG?,14.396
LEDA    2947,,,,,,12.66614822362,-26.81335875597,,EmG,14.39
IC 1574,,,,IC 1574,,10.7659,-22.24688,,AG?,14.35
ESO 602-27,,,,,,338.249908,-20.094194,,AG?,14.36
NAME MR 2251-178,NAME MR 2251-178,,,,,343.5245244216599,-17.58205617603,0.0009,Sy1,14.36
LEDA   89171,,,,,,317.29154055424,-9.67076532006,0.0141,Sy1,14.39
NGC  7714,,,NGC 7714,,,354.05885738775,2.15505483963,,GiP,14.36
UGC   891,,,,,,20.32875,12.41194,,AG?,14.36
MCG+02-60-017,,,,,,356.78831810331,15.5967421791,,Sy2,14.4
NAME Andromeda III,NAME Andromeda III,,,,,8.8446,36.5047,,G,14.4
Mrk 1239,,,,,,148.079867,-1.61225,,Sy1,14.39
[CDS97] ACO  916 1-05,,,,,,151.00667,-19.37306,,G,14.4
2MASX J10275869-0647561,,,,,,156.99453666747,-6.79898113376,,Sy1,14.35
NGC  3260,,,NGC 3260,,,157.27664843166,-35.59512587182,0.5077,GiG,14.39
GPM 160.146870+00.111117,,,,,,160.14675278748,0.11093479916,0.811,*,14.4
GPM 159.917312-00.054586,,,,,,159.9173515929,-0.05476323317,0.1774,*,14.4
6dFGS gJ103623.1-272115,,,,,,159.09613995113,-27.35414842752,,GiC,14.4
UGC  6087,,,,,,165.13547325804,2.1160316347,,Sy2,14.38
GPM 165.577341+00.148122,,,,,,165.57723529163,0.14800934159,0.9905,*,14.4
GPM 165.571804-00.266208,,,,,,165.57194432448,-0.26637627378,1.5743,*,14.4
UGC  6151,,,,,,166.48455127655,19.82626534926,0.3824,GiC,14.39
GPM 166.240228+00.042236,,,,,,166.24021348677,0.04219890331,1.101,*,14.4
UCAC4 451-051487,,,,,,167.8460448698,0.01610519546,0.012,V*,14.39
MCG+05-27-033,,,,,,168.79224785311,29.53006257037,,LIN,14.4
UCAC4 451-051783,,,,,,170.75619194002,0.01080173188,0.6588,*,14.36
UCAC4 451-051814,,,,,,171.04309941088,0.06338909891,2.3748,V*,14.4
UCAC4 449-051212,,,,,,168.90494054033,-0.22486417572,1.6725,V*,14.36
UCAC4 449-051411,,,,,,170.93446719226,-0.21452391096,1.9625,*,14.353
UCAC4 449-051657,,,,,,173.39091097034,-0.2719991181,2.3944,*,14.355
UCAC4 450-051800,,,,,,176.00827599098,-0.04389157659,2.0335,*,14.383
UCAC4 450-051891,,,,,,176.80970646474,-0.16862146834,2.0798,V*,14.39
IC  751,,,,IC 751,,179.719153,42.570341,,Sy2,14.39
FASTT  536,,,,,,188.05617537393,-0.06697469888,1.6522,EB*,14.39
2MASXI J1253470-151445,,,,,,193.44611415065,-15.24609335955,,LIN,14.366816
IC 3991,,,,IC 3991,,194.91577437423,28.92657150306,0.2036,EmG,14.36
ESO 445-2,,,,,,204.84778519649,-30.774045662,,EmG,14.4
2MASS J13443827+3539078,,,,,,206.1594946463999,35.65215920402,0.0597,G,14.4
V* V494 Vir,,,,,,206.33888140343,-0.02983085505,0.1617,RR*,14.4
NGC  5506,,,NGC 5506,,,213.31198375419,-3.20765469702,,Sy2,14.38
ESO 511-29,,,,,,214.80051943185,-26.82841291266,,G,14.35
MCG+06-32-057,,,,,,217.8554,33.2301,,SBG,14.37
GPM 219.356244+00.152556,,,,,,219.35618045463,0.15247998338,0.1652,*,14.4
GPM 220.578639+00.025892,,,,,,220.57859337423,0.02575242058,0.759,*,14.4
GPM 220.269527-00.061367,,,,,,220.26916926043,-0.06148388129,1.7494,*,14.4
GPM 220.335673-00.267250,,,,,,220.33567887883,-0.26753232061,0.1238,*,14.4
GPM 219.485539-00.025303,,,,,,219.48561154075,-0.02538716875,1.7613,*,14.4
PN H  1-26,,,,,,264.12457653874,-39.36575078986,0.0097,PN,14.4
PN M  2-4,,,,,,255.27592923965,-34.82739188803,0.1406,PN,14.4
WRAY 15-1655,,,,,,258.83258939252,-31.56483133158,0.5241,Sy*,14.39
PN M  2-27,,,,,,270.96904932673,-31.29643383234,,PN,14.4
PN M  3-10,,,,,,261.83413,-28.46422,,PN,14.4
EM* AS  294,,,,,,273.9429519728,-27.89616880391,0.1278,LP*,14.4
IC 2082A,,,,IC 2082A,,67.279125,-53.826742,,G,14.38
PN PB    3,,,,,,133.57649088631,-50.53961122554,,PN,14.4
LB  1727,,,,,,66.50299506885,-57.20049163972,,Sy1,14.37
ESO  32-22,,,,,,73.188,-75.075,,Cl*,14.38
NGC   220,,,NGC 220,,,10.23317,-73.40281,,OpC,14.39
LHA 115-N   9,,,,,,10.90287291004,-73.04075117801,0.0014,PN,14.4
HW 16,,,,,,10.65508,-73.73125,,Cl*,14.39
OGLE-CL SMC 132,,,,,,15.55471,-72.96625,,Cl*,14.37
[H86] 137,,,,,,13.14004,-72.67922,,Cl*,14.37
[RZ2005]  48,,,,,,11.64808,-72.76989,,Cl*,14.39
Bruck  14,,,,,,9.64571,-73.80603,,Cl*,14.37
NGC  4945,,,NGC 4945,,,196.363663,-49.4679,,Sy2,14.4
NGC  5315,,,NGC 5315,,,208.48738616486,-66.51412763424,1.037,PN,14.4
ESO  45-11,,,,,,280.1608284839,-77.15797356876,,Bla,14.4
IC 4974,,,,IC 4974,,303.85896107742,-61.85752654923,,Sy2,14.36
ICRF J181935.0-634548,,,,,,274.89584337,-63.76338683,,Sy2,14.4
ESO 104-8,,,,,,281.846163,-63.310364,,GiG,14.36
ESO 186-66,,,,,,309.05334253387,-53.4294320673,,AG?,14.4
ESO 235-59,,,,,,316.64039885098,-49.21932357829,1.5891,Sy1,14.4
PN Sa  1-4,,,,,,243.83875,-53.85983,,PN?,14.4
NAME Pisces V,NAME Pisces V,,,,,14.8742,32.3767,,G,14.4
[BBG2007b] 51,,,,,,13.99889070885,26.41146757216,,GiC,14.37
UCAC4 303-001096,,,,,,15.21342443691,-29.43018117778,1.8273,*,14.386
6dFGS gJ225402.8-173608,,,,,,343.51180426429,-17.60229669735,,GiC,14.4
CTLGD 5680,,,,,,0.93446772367,-30.12054694638,,G,14.37
UCAC4 397-054162,,,,,,200.98949142561,-10.67138175212,0.2909,*,14.395
UCAC4 634-047974,,,,,,204.4287097942096,36.7581847161203,9.555,PM*,14.374
WeBo 1,,,,,,40.05987058157,61.15466528105,0.6354,PN,14.45
4C 68.20,,,,,,273.85397579648,68.10888463234,,BLL,14.43
MCG+08-13-061,,,,,,106.99832826008,48.66627464409,,GiG,14.43
MCG+08-13-081,,,,,,107.41404283027,47.91500679687,0.2112,GiG,14.41
UGC  4998,,,,,,141.29548024393,68.38310218096,0.3803,AG?,14.42
MCG+11-11-041,,,,,,138.0415171652,66.89818342985,,GiP,14.41
MCG+10-12-112,,,,,,124.005654,58.334114,,Sy2,14.44
MCG+10-12-091,,,,,,123.2107451183,57.92148641455,,Sy2,14.41
Mrk   25,,,,,,150.96645323486,59.43629597821,,AGN,14.42
NGC  1229,,,NGC 1229,,,47.04514438369,-22.96026052389,0.8136,Sy2,14.45
UGC  3223,,,,,,74.7891623163,4.97508304395,,Sy1,14.41
2MASS J07040576-1120038,,,,,,106.02402235147,-11.33441097683,1.2307,Em*,14.426
ESO 354-4,,,,,,27.92441587001,-36.18785004067,,Sy1,14.44
ESO 350-38,,,,,,9.218704,-33.554786,,Sy2,14.41
2dFGRS TGS144Z282,,,,,,14.82636002119,-26.12226452836,,G,14.44
6dFGS gJ005722.9-261653,,,,,,14.34533167335,-26.28139824846,,EmG,14.44
NGC  7730,,,NGC 7730,,,355.19144754108,-20.50883639288,,EmG,14.42
LP  640-2,,,,,,334.9470459344079,-0.5604415306233,10.6809,PM*,14.42
UGC   579,,,,,,14.067088,-1.255492,,BiC,14.45
NGC  1142,,,NGC 1142,,,43.80096312881,-0.18355754152,,Sy2,14.41
UGC 12138,,,,,,340.07108716019,8.05376106666,,Sy1,14.45
NGC  7647,,,NGC 7647,,,350.98929588022,16.77726157526,,BiC,14.45
NGC  7466,,,NGC 7466,IC 5281,,345.51446849037,27.05256221169,,AGN,14.42
AP J00424450+4114417,,,,,,10.6855,41.24486,,GlC,14.42
ESO 497-17,,,,,,137.44393,-23.00917,,AG?,14.44
ESO 497-35,,,,,,139.241993,-23.2804815,,AG?,14.41
LEDA  968772,,,,,,159.3515171,-11.1988056,,Sy2,14.42
ESO 501-45,,,,,,159.30241062206,-26.67096985611,0.0771,Sy1,14.41
ESO 436-42,,,,,,158.661362,-28.583278,,Sy2,14.41
MCG+05-26-043,,,,,,166.14873897525,29.51960934906,,Sy2,14.44
UCAC4 450-050927,,,,,,167.02420515202,-0.11118797486,1.5108,*,14.441
UCAC4 450-050934,,,,,,167.07020265105,-0.18674013426,1.994,*,14.444
UCAC4 449-051078,,,,,,167.44428317249,-0.24449323048,2.4091,*,14.439
UCAC4 452-049903,,,,,,170.1642630584,0.21179409583,0.4696,*,14.412
NGC  3660,,,NGC 3660,,,170.88449219189,-8.65853613806,0.323,Sy2,14.45
UCAC4 451-052331,,,,,,176.40270065649,0.07501132199,0.0044,RG*,14.45
UCAC4 452-050563,,,,,,177.17583412961,0.25052909395,0.6311,*,14.44
Ton  599,,,,,,179.88264130762,29.24550745067,0.0208,Sy1,14.41
NGC  4074,,,NGC 4074,,,181.1236108635899,20.31629289079,0.4802,Sy2,14.44
2MASS J12305003+0115226,,,,,,187.70847131898,1.25627723008,,Sy1,14.42
2MASX J12391856+2854154,,,,,,189.82733542248,28.90424543185,0.1708,GiC,14.45
NGC  4735,,,NGC 4735,,,192.7571844757499,28.92797368837,,SBG,14.42
2MFGC 10268,,,,,,194.55554633057,28.94811922982,0.0317,GiG,14.44
IC 3976,,,,IC 3976,,194.87250749055,27.85014087383,,G,14.42
[L2004] n5236-887,,,,,,204.25429,-29.86586,,Cl*,14.45
2dFGRS TGN336Z148,,,,,,206.295261336,0.11923121579,,BiC,14.45
ESO 325-37,,,,,,209.4459186998,-39.03973438638,,IG,14.45
Mrk  471,,,,,,215.73056311204,32.8506399556,,Sy2,14.42
UGC  9128,,,,,,213.9878474,23.0582975,,AG?,14.41
CRTS J143907.9-001436,,,,,,219.7828764748,-0.24307125886,0.9779,RS*,14.42
Mrk  883,,,,,,247.4702,24.443736,,Sy1,14.43
2MASX J03303848-5237096,,,,,,52.66019754002,-52.61940087345,,BiC,14.41
Bruck  24,,,,,,10.33575,-72.98081,,As*,14.41
ESO  12-21,,,,,,10.19198817425,-79.24003722924,,Sy1,14.41
UCAC2   3737513,NAME CLN 127-128 South Star,,,,,209.49462204533,-63.84020645837,0.4733,*,14.41
ESO 186-71,,,,,,310.06,-53.0392,,IG,14.45
IC 4810,,,,IC 4810,,285.748779,-56.159736,,Sy2,14.44
ESO 183-7,,,,,,280.1402,-55.073731,,EmG,14.45
ESO 233-44,,,,,,302.951571,-51.388317,,EmG,14.44
NAME Arp 55 NE,NAME Arp 55 NE,,,,,138.981342,44.332799,,AGN,14.42
2MASX J00032651-2844120,,,,,,0.860458,-28.736672,,G,14.45
2MASX J00074451-3102139,,,,,,1.93543837619,-31.03728053312,,G,14.45
2dFGRS TGS278Z083,,,,,,2.05990149977,-28.31316368582,0.6132,G,14.42
UCAC4 454-050194,,,,,,174.2012413638054,0.6619328451081,0.9669,*,14.415
